ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,NBHD
R72 00505 0019,33600,2760,36360,17920,3570,21490,C1500000
R72 00505 0021,12600,1490,14090,6720,1830,8550,C1500000
R72 00505 0023,10330,6130,16460,6720,6100,12820,C1500000
R72 00505 0029,39380,3860,43240,21000,4980,25980,C1500000
R72 00505 0031,39380,3860,43240,21000,4980,25980,C1500000
R72 00505 0032,41260,3780,45040,22000,4890,26890,C1500000
R72 00505 0033,16430,1710,18140,21900,2210,24110,C1500000
R72 00505 0034,23490,2440,25930,31320,3160,34480,C1500000
R72 00505 0039,38760,3860,42620,20670,4980,25650,C1500000
R72 00505 0040,45920,25440,71360,28000,33550,61550,C1500000
R72 00506 0001,77120,173590,250710,44690,170200,214890,C1500000
R72 00506 0002,226030,98150,324180,174650,126620,301270,C1500000
R72 00506 0005,100450,34700,135150,58210,19040,77250,C1500000
R72 00506 0006,31940,690,32630,57500,900,58400,C1500000
R72 00506 0007,45070,19120,64190,28510,20990,49500,C1500000
R72 00506 0009,44280,260870,305150,77040,133630,210670,C1500000
R72 00506 0011,127160,920,128080,102620,1180,103800,C1500000
R72 00506 0012,62400,2080,64480,36160,2690,38850,C1500000
R72 00506 0013,85390,4550,89940,60860,5880,66740,C1500000
R72 00506 0014,40840,3010,43850,19410,3250,22660,C1500000
R72 00506 0015,176290,28670,204960,83770,36910,120680,C1500000
R72 00506 0017,37130,2420,39550,17640,3130,20770,C1500000
R72 00506 0018,62700,3860,66560,29800,4980,34780,C1500000
R72 00506 0019,36200,2370,38570,17200,2880,20080,C1500000
R72 00506 0022,159510,207640,367150,126140,71220,197360,C1500000
R72 00506 0024,209850,11050,220900,110560,14280,124840,C1500000
R72 00506 0026,62910,62160,125070,36460,117390,153850,C1500000
R72 00506 0027,39290,2440,41730,18670,3160,21830,C1500000
R72 00506 0028,137400,105510,242910,71280,138890,210170,C1500000
R72 00506 0030,74360,17770,92130,47040,24300,71340,C1500000
R72 00507 0027,159720,376840,536560,83100,166060,249160,C1500000
R72 00507 0028,154300,5100,159400,70250,6590,76840,C1500000
R72 00507 0031,500000,234000,734000,109090,50510,159600,C1500000
R72 00507 0050,200000,249000,449000,385760,1226430,1612190,C1500000
R72 00507 0058,10000,0,10000,31590,0,31590,C1500000
R72 00507 0060,68550,18680,87230,37620,66960,104580,C1500000
R72 00507 0061,71830,20250,92080,39420,0,39420,C1500000
R72 00507 0062,158030,78400,236430,86720,141250,227970,C1500000
R72 00507 0093,100,0,100,100,0,100,C1500000
R72 00507 0096,!,!,!
R72 00507 9096,!,!,!
R72 00508 0001,111970,541000,652970,64260,320740,385000,C1500000
R72 00508 0002,216270,907280,1123550,135640,715360,851000,C1500000
R72 00508 0004,93740,91610,185350,49920,97860,147780,C1500000
R72 00508 0009,296280,20590,316870,97880,11680,109560,C1500000
R72 00508 0012,36290,26010,62300,19670,17690,37360,C1500000
R72 00508 0013,36160,28630,64790,19600,16180,35780,C1500000
R72 00508 0015,34590,15920,50510,18750,14020,32770,C1500000
R72 00508 0016,33820,9150,42970,18330,14420,32750,C1500000
R72 00508 0017,33820,10440,44260,18330,34400,52730,C1500000
R72 00508 0018,33820,8290,42110,18330,16990,35320,C1500000
R72 00508 0019,37270,2620,39890,20200,29290,49490,C1500000
R72 00508 0020,51090,367150,418240,51090,557080,608170,C1500000
R72 00508 0022,48100,122850,170950,52140,125980,178120,C1500000
R72 00508 0023,284940,276740,561680,308880,4274090,4582970,C1500000
R72 00508 0029,127550,9300,136850,135850,12020,147870,C1500000
R72 00508 0033,112990,8960,121950,120340,11280,131620,C1500000
R72 00508 0036,20190,1790,21980,21500,2310,23810,C1500000
R72 00508 0038,56330,2440,58770,30000,3160,33160,C1500000
R72 00508 0039,91070,368240,459310,48500,468870,517370,C1500000
R72 00508 0041,10830,21670,32500,30520,112840,143360,C1500000
R72 00508 0042,28570,27130,55700,19910,22290,42200,C1500000
R72 00508 0044,9900,0,9900,9900,0,9900,C1500000
R72 00508 0045,17480,1420,18900,17480,1830,19310,C1500000
R72 00508 0046,12090,0,12090,6440,0,6440,C1500000
R72 00508 0047,74420,5850,80270,79260,7560,86820,C1500000
R72 00508 0048,65940,106550,172490,70230,88120,158350,C1500000
R72 00509 0001,1433570,0,1433570,988670,22380,1011050,C1500000
R72 00509 0004,260000,0,260000,256160,0,256160,C1500000
R72 00509 0018,842970,0,842970,830510,0,830510,C1500000
R72 00509 0025,874520,1725480,2600000,753900,12346100,13100000,C1500000
R72 00510 0001,186940,195390,382330,137570,199460,337030,C1500000
R72 00510 0009,155180,114570,269750,91360,34800,126160,C1500000
R72 00510 0013,519920,15371110,15891030,251000,7697600,7948600,C1500000
R72 00510 0014,66990,0,66990,32340,0,32340,C1500000
R72 00510 0015,92000,0,92000,44410,0,44410,C1500000
R72 00510 0026,0,176880,176880,0,120090,120090,C1500000
R72 00510 0027,220460,0,220460,106430,0,106430,C1500000
R72 00510 0029,0,358700,358700,0,324560,324560,C1500000
R72 00510 9026,990130,0,990130,478000,0,478000,C1500000
R72 00511 0001,1894420,15371510,17265930,1259830,10899810,12159640,C1500000
R72 00512 0001,0,373570,373570,0,301950,301950,C1500000
R72 00512 0002,99000,0,99000,49500,0,49500,C1500000
R72 00512 0004,71300,0,71300,35650,0,35650,C1500000
R72 00512 0005,89100,0,89100,44550,0,44550,C1500000
R72 00512 0018,56040,37470,93510,46470,44610,91080,C1500000
R72 00512 0024,120440,130350,250790,94000,131420,225420,C1500000
R72 00512 0025,45810,21900,67710,37240,29870,67110,C1500000
R72 00512 0036,23860,6380,30240,24850,8240,33090,C1501000
R72 00512 9001,439130,0,439130,219560,0,219560,C1500000
R72 00601 0001,176110,95080,271190,54790,77690,132480,C1500000
R72 00601 0004,89490,8160,97650,43660,22820,66480,C1500000
R72 00601 0008,58240,3220,61460,49720,4170,53890,C1500000
R72 00601 0010,40180,3640,43820,34300,4710,39010,C1500000
R72 00601 0011,25110,164210,189320,17150,145280,162430,C1500000
R72 00601 0013,14410,1490,15900,12300,1920,14220,C1500000
R72 00601 0014,46880,4130,51010,40020,5340,45360,C1500000
R72 00601 0015,169770,70520,240290,115940,64450,180390,C1500000
R72 00602 0001,102740,18210,120950,107020,23540,130560,C1501000
R72 00602 0008,156240,256480,412720,162750,213860,376610,C1501000
R72 00602 0021,86020,117910,203930,89600,129360,218960,C1501000
R72 00602 0024,137090,162820,299910,142800,1123950,1266750,C1501000
R72 00602 0036,130810,154040,284850,136260,166090,302350,C1501000
R72 00602 0046,53760,151440,205200,56000,139630,195630,C1501000
R72 00602 0052,87580,819390,906970,91230,1207730,1298960,C1501000
R72 00602 0078,!,!,!
R72 00602 0079,!,!,!
R72 00602 0080,!,!,!
R72 00602 0081,!,!,!
R72 00602 0082,!,!,!
R72 00602 0083,!,!,!
R72 00602 0084,!,!,!
R72 00602 0085,!,!,!
R72 00602 0086,!,!,!
R72 00602 0087,!,!,!
R72 00602 0088,!,!,!
R72 00602 0089,!,!,!
R72 00602 0090,!,!,!
R72 00602 0091,!,!,!
R72 00602 0092,!,!,!
R72 00602 0093,!,!,!
R72 00602 0094,!,!,!
R72 00602 0095,!,!,!
R72 00603 0001,439520,667140,1106660,147090,5743710,5890800,C1501000
R72 00603 0005,112340,167090,279430,0,0,0,C1501000
R72 00603 0007,58980,111190,170170,0,0,0,C1501000
R72 00603 0008,345450,613970,959420,0,0,0,C1501000
R72 00603 0012,54680,0,54680,56960,0,56960,C1501000
R72 00603 0015,80710,23630,104340,63050,41460,104510,C1501000
R72 00603 0016,51320,110390,161710,53460,110420,163880,C1501000
R72 00603 0018,15320,0,15320,15960,0,15960,C1501000
R72 00603 0028,57080,95340,152420,59460,75490,134950,C1501000
R72 00604 0016,!,!,!
R72 00604 0025,1160,0,1160,1010,0,1010,C0100000
R72 00604 0031,!,!,!
R72 00604 0032,!,!,!
R72 00604 0033,!,!,!
R72 00604 0034,!,!,!
R72 00605 0093,!,!,!
R72 00605 0095,!,!,!
R72 00605 0096,!,!,!
R72 00606 0001,46780,520330,567110,48730,654100,702830,C1600000
R72 00606 0005,35460,183710,219170,36930,225710,262640,C1600000
R72 00606 0006,450,0,450,470,0,470,C1600000
R72 00606 0007,29620,132680,162300,30860,135880,166740,C1600000
R72 00606 0008,17950,44250,62200,18700,43500,62200,C1600000
R72 00606 0009,19690,2450,22140,20510,3170,23680,C1600000
R72 00606 0010,17500,36110,53610,18230,33690,51920,C1600000
R72 00606 0012,34560,43240,77800,36000,73980,109980,C1600000
R72 00606 0020,10110,2370,12480,10530,3060,13590,C1600000
R72 00606 0021,9830,2300,12130,10240,2970,13210,C1600000
R72 00606 0022,11010,2510,13520,11470,3250,14720,C1600000
R72 00606 0023,12850,37020,49870,13390,36430,49820,C1600000
R72 00606 0024,17620,1930,19550,18360,2500,20860,C1600000
R72 00606 0025,113660,151490,265150,118400,164950,283350,C1600000
R72 00606 0037,9980,2150,12130,10400,2780,13180,C1600000
R72 00606 0038,8350,1860,10210,8700,2400,11100,C1600000
R72 00606 0039,6380,1490,7870,6650,1920,8570,C1600000
R72 00606 0047,26650,227170,253820,27760,230090,257850,C1600000
R72 00606 0050,41520,558770,600290,43250,460850,504100,C1600000
R72 00606 0052,17340,102010,119350,18060,110650,128710,C1600000
R72 00606 0053,5440,1680,7120,5670,2170,7840,C1600000
R72 00606 0054,14050,1680,15730,14640,2170,16810,C1600000
R72 00606 0055,18580,54820,73400,19350,53460,72810,C1600000
R72 00606 0057,135320,163100,298420,135320,119790,255110,C1600000
R72 00606 0063,49180,9390,58570,51230,12140,63370,C1600000
R72 00606 0064,82550,278170,360720,85990,233790,319780,C1600000
R72 00606 0065,!,!,!
R72 00606 0066,!,!,!
R72 00607 0001,281900,170210,452110,129070,1996140,2125210,C1501000
R72 00607 0007,62540,178060,240600,26690,174400,201090,C1501000
R72 00607 0010,193520,175130,368650,99120,277460,376580,C1501000
R72 00607 0016,190740,70960,261700,81410,114980,196390,C1501000
R72 00607 0019,3330,0,3330,1360,0,1360,C1501000
R72 00607 0022,76730,12960,89690,79930,16950,96880,C1600000
R72 00607 0025,16440,78190,94630,17130,99870,117000,C1600000
R72 00607 0027,4830,0,4830,5030,0,5030,C1600000
R72 00607 0029,22730,52800,75530,23680,75550,99230,C1600000
R72 00607 0030,29490,21590,51080,30720,24150,54870,C1600000
R72 00607 0031,29490,30800,60290,30720,56680,87400,C1600000
R72 00607 0032,29490,3280,32770,30720,4240,34960,C1600000
R72 00607 0033,29490,3230,32720,30720,4180,34900,C1600000
R72 00607 0034,47120,9520,56640,49080,12310,61390,C1600000
R72 00607 0036,68580,792030,860610,71440,781960,853400,C1600000
R72 00607 0040,6950,2010,8960,7230,2600,9830,C1600000
R72 00607 0044,2970,0,2970,2540,0,2540,C1501000
R72 00609 0001,44500,11960,56460,40050,15460,55510,C0100000
R72 00609 0002,37060,257800,294860,37060,160780,197840,C0100000
R72 00609 0003,19670,99740,119410,17000,158880,175880,C0100000
R72 00609 0004,48690,219270,267960,37870,219210,257080,C0100000
R72 00609 0005,20900,0,20900,16250,7590,23840,C0100000
R72 00609 0006,64190,188480,252670,55480,208240,263720,C0100000
R72 00609 0007,78100,1288620,1366720,60740,1125230,1185970,C0100000
R72 00609 0015,11760,89350,101110,9150,83160,92310,C0100000
R72 00609 0018,50970,13460,64430,39640,17400,57040,C0100000
R72 00609 0019,60430,182670,243100,55330,167480,222810,C0100000
R72 00609 0021,10140,4220,14360,9980,5460,15440,C0100000
R72 00609 0022,33750,237730,271480,29570,232910,262480,C0100000
R72 00609 0023,29690,9300,38990,26020,12020,38040,C0100000
R72 00609 0024,12840,92940,105780,11100,91360,102460,C0100000
R72 00609 0025,9650,0,9650,8830,0,8830,C0100000
R72 00609 0026,24650,226430,251080,21300,210290,231590,C0100000
R72 00609 0027,1660,0,1660,1290,0,1290,C0100000
R72 00610 0001,694450,13748620,14443070,694450,11143640,11838090,C0100000
R72 00610 0002,39870,0,39870,39870,0,39870,C0100000
R72 00610 0054,1690,0,1690,1320,0,1320,C0100000
R72 00610 0063,0,0,0,0,0,0,C0100000
R72 00611 0017,32990,254380,287370,27860,224430,252290,C0100000
R72 00611 0032,19530,141560,161090,18130,262070,280200,C0100000
R72 00611 0037,26960,341340,368300,25030,331840,356870,C0100000
R72 00611 0054,10770,365790,376560,8780,315160,323940,C0100000
R72 00611 0055,12690,0,12690,10340,0,10340,C0100000
R72 00611 0058,6160,50720,56880,5020,50180,55200,C0100000
R72 00611 0059,12570,51730,64300,10240,52430,62670,C0100000
R72 00611 0082,4160,0,4160,3390,0,3390,C0100000
R72 00611 0083,5350,0,5350,4360,0,4360,C0100000
R72 00611 0085,4490,34740,39230,3660,34110,37770,C0100000
R72 00611 0086,1800,970,2770,1460,1250,2710,C0100000
R72 00611 0095,3950,34740,38690,3220,34110,37330,C0100000
R72 00611 0097,910,0,910,740,0,740,C0100000
R72 00611 0098,4490,0,4490,3660,0,3660,C0100000
R72 00611 0101,!,!,!
R72 00612 0001,16130,0,16130,14520,0,14520,C0100000
R72 00612 0010,5920,4210,10130,4390,5440,9830,C0100000
R72 00612 0011,10560,5000,15560,7830,6460,14290,C0100000
R72 00612 0049,4380,0,4380,3210,0,3210,C0100000
R72 00612 0052,0,0,0,0,0,0,C0100000
R72 00612 0058,43580,196850,240430,37660,194580,232240,C0100000
R72 00612 0067,38960,16590,55550,31170,21440,52610,C0100000
R72 00612 0070,18920,6600,25520,15140,8530,23670,C0100000
R72 00612 0096,20570,65360,85930,15280,51700,66980,C0100000
R72 00612 0100,27630,154040,181670,25500,174380,199880,C0100000
R72 00612 0114,3710,2780,6490,2750,3600,6350,C0100000
R72 00612 0118,0,0,0,0,0,0,99999999
R72 00612 0122,1700,0,1700,1700,0,1700,C0100000
R72 00613 0001,17000,0,17000,17000,0,17000,C0100000
R72 00613 0002,3350,0,3350,2610,0,2610,C0100000
R72 00613 0004,0,0,0,0,0,0,C0100000
R72 00613 0005,48650,197020,245670,48650,191930,240580,C0100000
R72 00613 0006,6540,1770,8310,5890,2290,8180,C0100000
R72 00613 0007,20500,5900,26400,23350,7620,30970,C0100000
R72 00613 0008,8520,3580,12100,9710,4630,14340,C0100000
R72 00613 0009,17690,5660,23350,17690,7310,25000,C0100000
R72 00613 0010,26810,2710,29520,26810,3490,30300,C0100000
R72 00613 0011,88430,1195540,1283970,83120,1067640,1150760,C0100000
R72 00613 0012,39360,237140,276500,35870,262010,297880,C0100000
R72 00613 0013,12580,6890,19470,11830,8900,20730,C0100000
R72 00613 0014,6570,2570,9140,7490,3330,10820,C0100000
R72 00613 0015,31730,0,31730,28920,0,28920,C0100000
R72 00613 0016,20390,9270,29660,16310,11980,28290,C0100000
R72 00613 0019,0,0,0,0,0,0,C0100000
R72 00614 0001,16710,8510,25220,14440,11000,25440,C0100000
R72 00614 0002,17500,45980,63480,15120,47540,62660,C0100000
R72 00614 0003,13980,75500,89480,12980,69910,82890,C0100000
R72 00614 0004,7970,2440,10410,6490,3150,9640,C0100000
R72 00614 0005,43740,213520,257260,37800,213090,250890,C0100000
R72 00614 0006,37400,65360,102760,31020,55700,86720,C0100000
R72 00614 0007,29910,293000,322910,20680,259780,280460,C0100000
R72 00614 0008,21090,10790,31880,14580,13940,28520,C0100000
R72 00614 0012,24380,5780,30160,21070,7470,28540,C0100000
R72 00614 0017,130,0,130,120,0,120,C0100000
R72 00614 0018,20480,180160,200640,19010,183210,202220,C0100000
R72 00614 0019,15310,131140,146450,13230,122020,135250,C0100000
R72 00614 0020,22210,119320,141530,19190,119690,138880,C0100000
R72 00614 0023,98260,911150,1009410,76430,816460,892890,C0100000
R72 00701 0002,265580,599980,865560,106230,609900,716130,C1500000
R72 00701 0016,188950,104160,293110,131670,127890,259560,C1500000
R72 00701 0017,104120,39750,143870,0,0,0,C1500000
R72 00701 0023,59630,0,59630,95400,0,95400,C1500000
R72 00701 0024,120320,0,120320,120320,0,120320,C1500000
R72 00701 0025,134460,0,134460,134460,0,134460,C1500000
R72 00701 0027,33660,0,33660,38810,0,38810,3100PATT
R72 00701 0028,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0029,33660,0,33660,38810,0,38810,3100PATT
R72 00701 0030,33660,0,33660,38810,0,38810,3100PATT
R72 00701 0031,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0032,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0033,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0034,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0035,33660,0,33660,38810,0,38810,3100PATT
R72 00701 0036,33660,0,33660,38810,0,38810,3100PATT
R72 00701 0037,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0038,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0039,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0040,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0041,33660,0,33660,38810,0,38810,3100PATT
R72 00701 0042,33660,0,33660,38810,0,38810,3100PATT
R72 00701 0043,32640,0,32640,37830,0,37830,3100PATT
R72 00701 0044,33660,0,33660,38810,0,38810,3100PATT
R72 00701 0045,0,0,0,0,0,0,3100PATT
R72 00701 0046,!,!,!
R72 00702 0001,597830,0,597830,348980,0,348980,C1501000
R72 00702 0002,113750,0,113750,5520,0,5520,C1501000
R72 00702 0004,113750,6830,120580,296000,591000,887000,C1501000
R72 00702 0006,93280,121090,214370,9100,204650,213750,C1501000
R72 00702 0009,285340,352200,637540,198150,1501850,1700000,C1501000
R72 00702 0011,0,0,0,0,0,0,99999999
R72 00702 9001,0,663800,663800,0,564230,564230,C1501000
R72 00703 0001,449600,0,449600,264620,0,264620,C1501000
R72 00703 9001,0,16336200,16336200,0,15985000,15985000,C1501000
R72 00704 0009,182830,83080,265910,78040,150270,228310,C1501000
R72 00704 0010,34850,6120,40970,11900,4610,16510,C1501000
R72 00704 0017,12300,0,12300,15000,0,15000,C1501000
R72 00704 0050,!,!,!
R72 00704 0051,!,!,!
R72 00705 0001,57500,48670,106170,11550,31320,42870,C1501000
R72 00705 0002,33190,26390,59580,11330,65410,76740,C1501000
R72 00705 0003,34460,35780,70240,11770,28230,40000,C1501000
R72 00705 0004,33830,3590,37420,11550,3870,15420,C1501000
R72 00705 0005,40590,3590,44180,13860,3870,17730,C1501000
R72 00705 0006,!,!,!
R72 00705 0026,220700,240090,460790,62800,1254050,1316850,C1501000
R72 00706 0027,149490,363050,512540,14950,374320,389270,C1501000
R72 00706 0029,130240,24110,154350,52320,103370,155690,C1501000
R72 00706 0031,158830,289060,447890,14950,342350,357300,C1501000
R72 00706 0037,!,!,!
R72 00706 0038,!,!,!
R72 00706 0039,!,!,!
R72 00706 9029,0,8220,8220,0,23690,23690,C1501000
R72 00707 0001,90020,109120,199140,74060,775940,850000,C1501000
R72 00707 0007,192930,140000,332930,65880,739630,805510,C1501000
R72 00707 0011,25720,2200,27920,10980,3250,14230,C1501000
R72 00707 0012,32150,2200,34350,10980,3250,14230,C1501000
R72 00707 0013,64310,35730,100040,21960,136790,158750,C1501000
R72 00707 0014,30140,2580,32720,12860,3340,16200,C1501000
R72 00707 0037,80990,101620,182610,55300,322650,377950,C1501000
R72 00707 0039,72000,14700,86700,49170,22880,72050,C1501000
R72 00707 0047,426110,243000,669110,154250,503080,657330,C1501000
R72 00708 0001,96490,8760,105250,38760,127510,166270,C1501000
R72 00708 0003,79890,0,79890,32100,0,32100,C1501000
R72 00708 0004,48900,0,48900,19650,0,19650,C1501000
R72 00708 0011,64270,7990,72260,21950,24240,46190,C1501000
R72 00708 0012,158660,20630,179290,54180,120740,174920,C1501000
R72 00708 0016,159320,239830,399150,54400,186850,241250,C1501000
R72 00708 0018,111620,25940,137560,38120,58880,97000,C1501000
R72 00708 0022,36660,0,36660,14730,0,14730,C1501000
R72 00708 0023,91820,3760,95580,36890,4860,41750,C1501000
R72 00708 0026,41790,0,41790,16790,0,16790,C1501000
R72 00708 0027,18780,180,18960,11540,4520,16060,C1501000
R72 00708 0028,91930,2820,94750,56500,39790,96290,C1501000
R72 00708 0032,61330,15540,76870,31410,42780,74190,C1501000
R72 00708 0034,55770,383660,439430,25390,505460,530850,C1501000
R72 00708 0037,35790,6890,42680,27160,8910,36070,C1501000
R72 00708 0038,24100,3050,27150,10970,3950,14920,C1501000
R72 00708 0039,48550,31450,80000,16180,57580,73760,C1501000
